price,days_on_shelf,rating_score,review_count,is_brand,shop_level,shop_followers,shop_good_rate,ad_spend,impressions,ctr,category_competition,is_campaign,category_avg_price,sales_count
81,265,3.0640871787563544,807,1,4,228,0.9129613763311523,3621,339487,0.18373400547511434,4800,0,331,535.2252559618615
423,262,4.228772213070371,1210,1,1,57355,0.7993066434490282,10964,38320,0.12111180149678391,1992,0,495,1287.9171058876746
236,168,3.747436005764703,3061,0,5,52876,0.8876748923615316,6377,884146,0.051390469059666655,3187,0,437,1630.4099830413718
260,111,4.302669997480093,1430,0,2,53844,0.7585862438419411,9079,613785,0.06258776778751915,878,1,429,1594.6901610597124
197,241,3.217333941608537,1318,0,4,7453,0.7790883157807131,14502,566001,0.09541323955085286,4476,0,230,1334.6350868782893
107,240,3.0275547105881007,4978,1,5,91827,0.984222428170749,1564,573703,0.0713282346735457,1624,0,273,2370.8655460808436
464,219,3.4965884957705855,861,1,4,97656,0.8239541718806783,10183,853075,0.014049642032638737,2267,0,280,2259.4555753045693
395,27,3.9130946459881044,946,0,5,59094,0.7734962782896563,433,769520,0.13468864154225557,2991,0,373,2141.341698598029
329,173,3.7881439483369346,4648,0,1,649,0.8461324740516974,878,670443,0.12655130177772725,3947,1,439,1499.6026439587229
213,224,4.620605110546933,2751,1,1,39657,0.8161047639362098,1850,782229,0.18181903361157975,3672,0,143,1867.2158138835248
414,346,3.755675288385648,215,1,4,71843,0.9188587112047317,3233,289227,0.10060226762003557,4778,1,159,1946.1970219681932
281,192,4.060882359206158,2124,1,3,74897,0.9886348319472643,6988,712010,0.07549470274169369,3579,1,57,2715.3749273804574
232,125,4.187031184884384,2825,0,1,24414,0.8775212273373075,18704,975043,0.10718826475437572,3991,0,330,2210.3597437075214
236,203,3.043662783291623,1265,0,4,82287,0.8773441560810745,18124,235729,0.04699204827020954,2883,1,411,1837.0713701982552
129,65,4.030266753692378,2741,0,1,96758,0.8094501576170449,2063,571434,0.12885266684670943,2108,1,149,2307.4739524611623
64,34,3.6896625187976757,3242,1,5,50916,0.8693892795925886,19823,681531,0.15630624773013072,4571,1,435,2271.440362553795
286,247,3.842560255366509,1253,1,1,38216,0.7957986599161414,12701,517238,0.039157725541381506,1919,0,31,1581.0269019938278
446,359,3.2005747969905007,4062,1,3,52660,0.7003276222937025,11073,968879,0.07049281135071254,3120,0,523,1890.7350312797867
50,308,4.565641131297291,2263,0,5,2825,0.9598288518635455,15846,404106,0.17488218607961575,1493,1,423,1708.450293116805
431,213,4.884808501617045,4817,0,3,52392,0.8288332256565115,9688,218631,0.10605103224042615,2437,0,419,1612.5434181121243
417,15,3.0445376412592,438,1,4,2790,0.847626545516199,5308,137207,0.11104896286873388,1866,0,433,256.64255487192173
152,360,4.202745525622696,1621,1,4,3575,0.7250502746277784,10593,849436,0.1472575574401368,1328,1,234,1738.475000711261
323,164,4.527688134576716,3606,0,5,55381,0.9511331540216176,14501,686526,0.11979963489205203,4111,0,597,2052.007705495448
99,106,3.569615177299779,4474,1,3,51128,0.7511011211132771,13653,578421,0.02322015593402564,3848,1,455,2146.9051205960286
383,325,4.5751111697264335,1108,1,5,98672,0.8231863476352947,3397,431368,0.1627527252539768,3522,1,133,2215.008728411529
356,272,4.264710101532603,4901,0,3,50816,0.9520796641191644,18762,410534,0.18533884707720888,460,0,555,1966.412001746375
190,273,4.85832526454214,966,1,5,97979,0.8373348820640558,5695,934677,0.02012267426825432,1286,1,451,2673.465232619326
52,102,4.962009622707546,2080,1,4,80730,0.9793457006399391,16399,680685,0.03303745372693469,1129,1,207,2525.7723953098007
485,362,3.08469222799741,1574,1,1,33793,0.7627942910262069,6236,965132,0.1433752884194213,3572,1,570,1758.101369386116
233,165,3.8898755220540124,2121,0,4,92624,0.9145698489864313,1268,801704,0.12485004717775984,4467,0,171,2299.134353753306
448,194,4.093975575156437,4511,1,5,48322,0.9933995570685182,19928,767873,0.0826782298046317,1928,1,397,2460.6411665096007
345,274,3.293486466415305,3662,0,1,59535,0.8648840911660932,11775,554083,0.11245724329867056,1685,1,411,2053.505162604404
393,241,3.6725716608547234,3982,1,5,10135,0.9076551695931978,4291,243252,0.14363432792020117,2810,1,578,1339.8720088022583
384,63,4.975294895512923,1269,0,1,21337,0.8179679978803025,6,653901,0.10585052775737656,4938,0,354,1396.7939643538052
113,111,3.032460912684943,4734,1,5,52265,0.9254012019176406,2584,716263,0.036635781680773354,1883,1,596,2040.4357279768199
194,132,3.905015863048768,2177,1,4,27196,0.9726622169571187,3397,522447,0.026992845535325133,1427,0,192,1182.824197186693
244,345,4.685309243436392,3259,0,1,60010,0.9109166701151588,18513,21401,0.09338315968579251,2632,0,486,1783.0815063294567
258,261,3.6478025254385766,3488,0,4,8083,0.9807786134142937,3540,960043,0.1853481039912784,4583,1,169,2075.930211831441
41,134,3.9595970055103065,3314,0,1,25181,0.8765957955976929,3238,826574,0.11597804319461381,3662,0,599,1529.0364925201893
282,268,4.95609149157596,3008,1,3,66549,0.8731412321352888,16756,352852,0.07806181311339132,2615,0,465,2035.48039016501
94,269,3.949753672951408,2400,1,5,61250,0.7913882164327466,17585,494124,0.18265417220899674,3669,1,386,2624.355055985284
376,144,3.2618426242929983,3238,1,2,98367,0.9128882473491358,4179,124242,0.08384010967399823,124,0,67,2118.3124741351435
347,147,3.103442983332782,4525,0,1,89979,0.9645857565268465,13009,936802,0.10673783137753129,3778,1,313,2824.7144765810694
462,326,4.890833144879897,1948,0,3,81081,0.8938948678386793,10688,231398,0.032134872819457025,533,0,112,1960.8226254475567
377,205,3.5316188265501314,2554,0,2,195,0.7699117661795749,11537,378382,0.15010617964868245,1985,1,553,984.169624545663
195,55,4.008127813129102,900,1,1,60286,0.8632327344165059,6226,429121,0.14305756185730598,1781,1,246,1922.8547834716003
484,263,3.181403532179937,1775,1,3,22970,0.9267812250854245,15026,263910,0.16090635864327252,3467,0,503,1118.4123563834887
217,215,3.8473102411012103,3860,0,2,26764,0.9818089944618258,17619,635051,0.07178634955127505,1238,1,546,2088.557938072579
176,186,4.860211038500248,3201,0,1,21070,0.7469788148561661,14519,995061,0.09285011162257645,1231,0,92,2489.872544761074
454,264,4.004825987261877,1055,1,2,45644,0.7382491272899682,18063,855398,0.041984925190167686,4427,1,462,2161.506708484963
197,331,4.942270303604656,2730,1,1,12476,0.8238830590698718,2210,531147,0.1932559264583349,2413,0,202,1262.2230147073064
56,121,3.5176712744747993,4059,0,5,53225,0.7376833508387832,13141,131833,0.0263546960074977,3720,1,91,1549.7703521564622
245,153,4.009090479407874,620,1,5,16693,0.9941286737515356,19989,863319,0.1333125276982134,2936,1,178,2610.9305133519383
401,69,4.71906158361865,309,0,2,50095,0.8272913101847678,10713,257483,0.14399890496738538,3118,0,343,1499.5237761708777
110,236,3.8965047091074876,1963,0,5,62628,0.8600831557203714,18837,911146,0.039969929993686135,3448,0,517,2524.6792072613707
242,147,3.558974747140379,3282,0,3,18049,0.7681263343878314,6967,396035,0.07941140910779307,3354,1,424,1331.3933780449559
82,125,4.7109507268357635,1566,1,5,10359,0.8347378370610787,17931,518950,0.018194047684871824,4564,1,162,1897.8700301775175
349,254,3.779778937745218,4105,1,1,80645,0.9954081804583659,18776,437254,0.11575556894146179,3935,1,198,2206.1015388273904
248,149,4.061446582120468,4234,0,2,73879,0.8466061454100908,12445,456258,0.1990382471364886,1558,0,203,2275.702873928875
178,170,4.9530541328302915,2662,1,4,26219,0.7026471777413458,14091,165814,0.09167814179621019,889,1,449,1392.8218806560972
128,161,3.372966589511728,1894,1,2,88713,0.7727582590751891,10455,553333,0.19810156187085795,4234,0,325,2175.115851841282
290,95,3.602801273440371,208,1,5,22194,0.9935364491435512,6339,403568,0.03398283052370288,1894,1,43,1354.0435924957617
341,46,3.06213920013968,4107,1,3,92666,0.9967202540232197,10725,847891,0.08456632522088119,1590,1,73,2190.3089835033843
471,302,3.7836754198201055,4476,0,3,11417,0.7631479269315117,19248,477743,0.18137334430920968,599,1,73,1765.7362379744393
229,34,3.400366861169719,2211,0,3,66051,0.884579226353156,298,964695,0.1765721415149197,2781,0,577,1988.5390507865427
97,119,4.360069870815783,2582,0,4,2014,0.7230724991516243,4101,297369,0.071482399795259,2584,0,317,995.9735125126898
419,243,3.362642917531705,3767,0,1,19819,0.8732324927333888,9989,328993,0.138936010915983,4149,1,309,1349.6715029615677
322,48,4.34962550481174,3476,0,4,40529,0.7377762104459312,6788,37688,0.17837043259598023,3755,0,463,1566.520103666423
356,239,3.5269508563786354,676,0,4,8621,0.9455984570927973,12475,738891,0.15570671856911328,3629,0,138,1614.2452779294656
66,267,3.7104356682423996,3361,1,5,45751,0.9818724962806733,7211,74397,0.1294104774172543,2715,0,47,1610.2193567294885
169,242,3.697721304092795,4623,0,5,23279,0.7518960424148448,13174,286089,0.038989366766404285,4321,1,184,1715.8980466206458
388,112,4.433503500327219,3753,0,4,9985,0.8388136505784471,2126,910641,0.023870511588407056,4917,0,148,1748.196224178499
419,8,3.933018526276686,2402,0,3,96199,0.7306128995423902,6642,611342,0.1267782141651466,4083,1,484,2405.9101669466627
228,323,3.722597797705366,2615,0,3,98184,0.8017420021218925,13856,559220,0.10505237648093053,1772,0,496,2377.5412056065625
406,119,4.7052454380789,1298,1,2,96238,0.7195293264281579,9425,804984,0.055226965348982034,1417,1,391,2727.1258493935543
424,294,4.143901251282405,3303,1,5,15494,0.7793639584052281,14273,771721,0.06562626104221468,56,0,548,1292.835268659632
205,73,3.4276616425559956,1207,0,2,38253,0.9970671001267905,12726,886599,0.08449656366826791,4965,0,294,2352.032231753871
451,60,4.800182556287365,1709,1,3,32809,0.7133809801964205,6569,665609,0.10414896190327606,3676,1,167,2160.894731388229
158,284,3.6853005920672812,1325,1,1,32646,0.9576904988856012,8566,449267,0.08414920412679837,4688,0,219,1462.2755016411593
134,343,3.077958755074641,1676,1,2,41718,0.7232357733262315,19293,131531,0.08358541769633365,3948,0,110,1117.9789826857977
347,314,3.989200447948906,1833,0,2,51050,0.8586990793352081,19242,370385,0.03198923414915706,2179,1,543,2025.2301723507003
325,274,3.247876108881756,414,1,3,48565,0.8356359377282037,711,705538,0.17446217946851522,767,1,374,1748.7121559117543
87,90,3.4769328874314853,3587,1,3,29239,0.9794663980061935,14108,254198,0.12573927553783792,283,1,470,1902.4933894485828
419,333,4.494221745374822,2204,1,4,97984,0.7597149586855269,9819,671303,0.037759415074382255,3970,0,190,2060.1820260843797
115,244,3.261503626752637,4748,0,3,97968,0.7539046046138905,25,134283,0.0905361365468078,1552,1,439,2388.6417274044215
406,63,4.613888448708071,904,1,1,33188,0.9246142265703496,12682,61354,0.08917602328561364,1927,0,218,835.4005920746054
23,48,4.873814576261907,3345,0,3,22200,0.9177158419301061,465,365552,0.12411796691293331,4188,1,284,1608.6055154632074
402,318,4.213064200815889,895,0,1,53318,0.9097545311478397,6376,230647,0.125685227391373,2432,1,401,1024.7008267839133
397,101,4.420718384045658,2735,1,5,36977,0.7078381348517142,13806,872105,0.13259220602615485,4756,1,589,2252.7978132808857
394,279,4.427173219814835,2454,1,4,98716,0.7779879060174726,16253,378895,0.14260158089532343,2755,1,348,2401.5309786563494
339,51,4.98561591454089,2242,0,2,42994,0.9519685533562898,8252,419390,0.029637268764513128,4166,1,434,1888.0669313802357
246,103,3.683076524403246,3273,1,2,4074,0.8802574364370318,16175,404100,0.0679352181088343,673,0,368,1275.1869410301276
358,104,3.325713102485405,4140,1,1,12593,0.8806584762196544,16789,317975,0.013296085642807749,2013,1,271,1666.0345456548373
153,103,4.0383344698286425,1583,1,2,7549,0.7887749816214434,8950,917807,0.09638188729527275,956,1,561,1715.7065276881187
394,246,4.066499619663416,4248,0,1,38344,0.7780519265670843,3460,739393,0.09159171478775459,329,1,577,1806.982749065296
286,333,3.355824976592289,924,0,5,31718,0.9839664664054764,13183,159688,0.14952211673410096,4958,0,206,1182.4669885584783
240,332,4.226218837988279,1465,1,1,85687,0.9183265836559636,276,216368,0.04175221985549362,2612,1,540,1781.200694752332
262,270,3.028249466953648,1553,1,4,89069,0.7380598353405512,17864,81926,0.12998394685384707,1800,0,287,1919.6767565596604
292,74,4.855336804908443,4767,1,3,14122,0.9813120826431292,7761,257030,0.06827189760672892,1913,1,451,1647.3662895127025
37,350,3.5291485556425233,592,1,2,94464,0.8747110455454165,15200,656917,0.08256413021384283,1242,1,324,2695.221344432275
87,198,3.0791204167803836,1975,1,5,58443,0.8000087100871264,14721,935972,0.1466645038505763,658,1,467,2828.9708445330552
137,199,3.216498882949714,2122,1,1,30750,0.8191418339198795,9457,482156,0.023594129228979313,4571,1,526,1345.0456209103045
74,256,3.4804978965592834,4000,0,5,40723,0.9176213531057855,19434,82508,0.07512874889692087,573,0,271,1715.0105846190675
231,280,3.5478123372120907,2429,1,4,44193,0.8128817955058251,15926,48337,0.08435141372653385,1954,0,429,1684.2509452938023
340,347,3.0656199989954573,4834,0,4,17136,0.8736234397355821,17673,415216,0.14599236925181708,807,0,319,1247.0641036410507
334,212,3.5587096243874585,3701,1,5,86754,0.9131498489945215,1878,265423,0.047852638863433127,4651,1,485,1990.3339696071198
246,223,3.385883472986964,3518,0,3,1332,0.7586124991917893,9681,577174,0.190008468801188,1068,1,139,1803.5116020661267
430,272,3.7572418548690374,3764,1,2,7065,0.9832724458727649,19039,119169,0.19957477103089005,2000,1,445,1686.6448840893029
291,93,3.7703354747119384,807,0,1,27406,0.8068518314306229,16256,231030,0.16559292675581053,3781,1,369,1570.1395176769324
58,113,3.678015481205758,2245,0,5,14444,0.8258124271230742,9082,556281,0.06694537527807035,2872,1,287,1735.8832876308873
387,228,3.655847767061408,2930,0,3,6276,0.9095543103603462,1406,281731,0.13613466427384238,1939,0,240,1002.558986812832
295,24,3.1794625554825027,1042,0,5,38400,0.8826355268163292,5644,365340,0.02579812602260728,2840,1,429,1281.4946689122055
324,117,3.0504098942523243,593,1,2,37739,0.8320359510817538,11445,222623,0.17554306998423702,2212,1,228,1413.4124372692245
291,262,3.4042286003129334,678,0,5,12644,0.8949226120902374,12837,52455,0.108038645539452,1482,0,48,700.8158880421352
285,356,4.513298854833231,3945,1,5,81039,0.9708484922716134,18485,345840,0.04352344160075929,3011,1,570,2667.0229513105855
63,190,4.981619531102244,3284,1,2,88269,0.9400850849936255,1857,330391,0.07220914631672348,1858,1,285,2328.5481895937974
288,146,4.8570523501146585,1406,1,3,71996,0.9472777029864321,7927,898607,0.16214112145271523,4802,1,123,2465.105357994252
401,161,4.008438711075537,3686,0,4,52265,0.7775225225701938,5441,892826,0.17534308581113883,2342,1,158,2439.3500797437373
165,250,4.063647711555868,3476,0,2,94743,0.8258210047892912,19202,432155,0.10874554351754046,3794,1,503,2744.3161033987344
309,199,3.629163138071685,4082,0,1,35115,0.8661457424962178,3322,288695,0.1012591850590279,1210,0,219,1461.364849694883
34,9,4.547878877275313,4550,0,2,42758,0.7132572457484448,4413,418411,0.1526396018451193,3246,0,190,1574.524638543553
186,197,4.529513375865298,4411,0,3,1605,0.9309376541131973,5956,608288,0.16697602827852545,2819,1,307,1112.284865994479
229,146,4.688544715164889,905,1,1,70809,0.7970390273245267,2112,387194,0.1553208943552059,3731,0,46,1818.7434940125781
491,256,4.791009154393769,3846,0,2,9340,0.7847788234123042,12869,756391,0.08304132954449946,2335,1,349,1617.774900210815
123,319,3.8686984964505915,1964,0,5,66567,0.7777876028068439,10495,964151,0.1319658947057707,3610,0,53,2633.2057961792875
152,351,4.533751136214395,2015,0,1,78264,0.7850137796260193,11153,403942,0.17289838257147627,340,1,506,2403.94730706108
216,223,4.612797457591757,3235,0,1,21782,0.8014044496473496,18144,118182,0.03883452046900972,3466,1,274,1627.0778292384966
496,132,3.6169192449955005,3010,0,3,61240,0.8814473674228478,8662,121691,0.08374597017184299,3779,1,154,1878.5880804517592
429,162,4.8584844880123,2098,0,1,30427,0.8750695965700189,6225,872003,0.020757587936300295,2507,0,289,1928.754649906749
36,65,3.188683005279311,4997,1,1,39892,0.7767135260805625,7508,416679,0.08768668428060597,219,1,130,2288.762795675868
132,341,4.988538358326566,874,1,1,53029,0.7619272829719622,16003,327833,0.1567335959445433,2855,1,212,2286.2971898521273
414,309,4.540181436317739,484,1,1,25022,0.947907457021407,10568,619778,0.04743540425086162,3917,0,104,1741.9929253649957
47,311,3.1865418106486545,145,1,5,79686,0.7278170013029099,3383,956555,0.11295855871363289,2334,1,411,2550.1166759665534
430,120,4.312459296210001,4071,1,1,39523,0.8538468523602782,13796,425228,0.016951289350147156,516,0,586,1300.2601172725276
155,118,3.0683588218565205,2032,0,3,46235,0.8561682622567828,14911,315912,0.18055349823901506,2005,1,306,2371.1919073353756
460,312,4.540373898888365,2186,0,4,81487,0.8722410420434865,4998,862857,0.16580089203108578,4970,0,86,2345.256599394056
160,199,4.59844584331811,3246,0,4,22851,0.9656950347721407,11140,83791,0.10963774643954252,1390,1,72,1791.6950336542664
228,257,4.204820506182895,2176,0,4,45280,0.8871741820284302,11273,844425,0.14409952923467048,2670,1,504,2205.450039930144
337,179,4.713720783833141,2869,0,2,99347,0.9920901298744069,3500,520521,0.029744071325083193,1808,1,228,2517.3252485157436
80,162,3.1957665604297194,292,0,5,40032,0.9614059250046183,182,21139,0.17058980431550042,3576,1,198,751.9186491428086
287,231,3.5518476840816264,781,0,1,11646,0.7644220778461635,14361,228637,0.14589969090363658,2171,1,88,1174.5902429992086
262,296,3.828355043185341,4660,1,1,28513,0.7723549930675904,12308,679545,0.032793805377765294,1952,1,408,1916.4459907676528
396,122,3.0849159056561968,2253,1,5,95593,0.8034322407745511,14275,753236,0.19633096417256773,2917,0,65,2722.108438441011
498,295,3.8964321751423325,836,1,1,75937,0.8174543245240393,7546,196427,0.01428078439922487,2880,1,545,1687.308158635641
338,89,3.530426912225132,1847,0,1,80923,0.8658985360923086,10308,657648,0.12941706389262697,2524,0,148,1903.6103397630366
216,147,3.785470024203506,1673,0,1,25431,0.7697537898689016,19633,989278,0.04263344938075518,1328,1,69,2418.253447074857
215,333,3.8502052639846127,1371,1,1,83905,0.7667035543341296,4509,686782,0.14665895335171197,584,1,429,2579.6314806646556
220,348,4.75882346697537,1468,0,1,39395,0.8144169872104239,13056,702746,0.023377188254068006,3468,1,231,2437.004779605034
410,337,3.5406819410552783,3646,0,3,79512,0.9016069339638255,2645,194295,0.025409167740192064,1732,0,426,1586.3857065848865
174,116,4.787486257432544,533,0,4,88100,0.9064376839288565,1313,637858,0.09859543070699513,3083,0,52,2092.0886717911253
100,307,3.8519419296256983,1548,0,1,20896,0.992835022012087,19145,708921,0.19886179842636348,1912,1,520,1836.4722257771846
180,341,3.655615441387972,2339,1,5,93855,0.7607246301765442,2596,111532,0.06253808555642373,4277,1,206,2241.0847064758163
30,357,4.005024098670292,2700,1,1,63294,0.8178577455570942,13116,312019,0.1263803505437393,3549,0,461,1966.2212146673698
70,8,3.8354865727256793,4402,0,4,73115,0.9894032493817182,10284,882709,0.10853382413110474,2049,0,563,2579.117273509455
63,272,3.514744626110292,4616,0,5,75699,0.9070026227996656,16184,998675,0.17000272583358314,1697,1,335,2809.124161637976
390,363,4.005358649592134,1487,1,3,16927,0.8776835574466058,10932,174030,0.06483202546398044,3757,1,220,1000.4106387410618
366,279,3.3036034661576625,2696,1,3,74594,0.8618938154204041,13939,732035,0.11543943233518238,89,0,208,2455.6455304666633
354,85,3.703859886045932,111,1,1,21372,0.722653114040877,17882,502122,0.19061846786998438,335,0,421,1584.8564863870142
241,278,4.131580438748181,3085,0,2,27229,0.9680121426447731,16589,590821,0.07319130358385093,467,1,33,1652.9548554193698
364,39,3.826816488779717,764,1,5,11743,0.8876515646245322,14437,511416,0.09348706044893439,1762,0,113,1615.7312037765842
97,175,4.647824722101593,366,1,2,18193,0.8715002223784102,3249,867250,0.17887452975569756,2510,0,398,1457.973262355515
452,228,3.5134435230703325,3358,1,1,97894,0.8618501029965527,3388,445667,0.07317478287454698,1499,0,44,2250.109099039936
260,167,4.93954315766202,890,0,4,32879,0.8175742621963334,9939,589722,0.08232801528042495,983,1,195,1959.1495033136446
470,255,4.5694440417027025,2386,1,4,38762,0.7763994074082678,13177,669604,0.06778257368676267,1599,0,399,1733.7176887547723
93,88,4.935186051994944,504,0,1,48036,0.9265965956003452,13342,553197,0.16381096131176387,2498,0,172,2157.913032413563
258,221,4.676273109660608,3728,0,1,71322,0.8528702553284986,15733,879751,0.18677352438317818,1522,0,560,2632.640281910883
354,235,3.284207851703285,3824,1,1,57420,0.7101818596867661,2067,238078,0.12990878732671207,2892,1,585,1749.1453091013318
257,231,4.052920181270028,2874,1,1,53660,0.819728349931649,3468,948057,0.12848972493933397,1941,1,49,2410.261132105179
234,106,3.339957042391571,4179,0,4,83711,0.9785810914668498,2999,678433,0.08410068774550326,4670,0,129,2232.450342711342
99,112,4.636454705254515,2184,0,1,49644,0.8121683684622588,10821,960095,0.012371912418584367,4962,1,547,2231.4868760118156
202,94,4.168324298366592,932,0,4,76926,0.8239699023776721,12679,375269,0.04304814377647893,3295,1,48,2172.7104966747734
134,169,3.5268986287138118,756,0,1,91098,0.8871883369165107,2310,479361,0.03801328737214455,2796,1,307,2340.314021010402
164,214,4.859197944014342,1096,1,5,67647,0.9405024411447647,17374,44039,0.03201758053447698,203,1,571,1809.4300702723685
348,132,3.230372106628521,1001,0,4,3628,0.9005383353114136,6068,924056,0.13426899005014512,3131,0,365,1631.3234555088368
322,150,4.127724806942628,1616,1,2,26422,0.955016419336884,13208,816245,0.03590630095102155,1934,1,204,1860.9838527722186
311,105,4.442081109333451,1071,0,3,61812,0.7341911761122094,15032,297008,0.026270450981976654,1485,1,33,1472.1467514154047
193,80,3.1176970746648633,2955,1,1,47940,0.9773777659955947,724,52821,0.08269048624675306,3977,1,254,1308.684553493083
480,240,4.1957120664124075,741,1,1,28548,0.9711765797234158,17296,697144,0.057314305963900726,258,1,338,1970.121671915461
62,298,4.6318024309261885,3108,1,3,33610,0.8557445759756763,19408,672627,0.037713503670817626,1339,1,76,2346.9033594515518
184,106,3.135054628836107,1670,1,1,7928,0.8874226713361603,19172,528148,0.03776429635612792,3882,1,331,1274.7842067758015
76,314,4.024485942213254,3433,1,4,23569,0.7638439150604205,2790,157564,0.0586790842887255,4628,1,260,1371.0109576061946
182,208,3.51711435629748,2564,1,2,78299,0.8343842313944166,7853,918471,0.11200145504144786,2597,0,215,2503.4911766520186
481,62,4.325848903073842,4525,1,1,1123,0.7608110082759436,4651,433136,0.15403816401733778,2668,0,584,901.2881516999191
195,134,3.23735473415769,2199,0,3,83699,0.7065930036823058,9016,724839,0.1720275622179065,4836,0,539,1928.315227392379
456,3,4.874102861341013,1475,1,3,34012,0.9942709204381157,19499,859232,0.15276939145038154,507,1,425,2370.7162189040923
257,15,4.789457163429463,2945,1,4,80807,0.7777439547130615,15262,548777,0.12936051934379245,2430,0,366,2526.188732716316
355,123,3.3719488397514183,3293,0,1,25686,0.8779324926693506,15420,95325,0.18244866972870183,1246,0,300,1291.6370218010834
239,166,3.6465317687302092,2196,1,3,82894,0.7900751150613589,8438,887827,0.10874999251950761,2410,0,70,2319.3471574633804
147,291,4.175269949306086,2798,0,5,57233,0.8111864860631304,18731,667483,0.13033779976220136,4536,1,205,2523.9947099237165
386,49,4.436124673268501,2354,1,2,85159,0.8193284675746824,18401,894487,0.088207904563055,3000,1,35,3061.2858530345848
485,306,3.8853120303205166,1529,1,5,6323,0.8005140193974273,16132,613006,0.07220299816734174,4957,0,238,1164.0836226191057
146,86,3.3125826439219503,1567,1,4,79762,0.8912199278019807,16289,907545,0.07302523809763814,2549,1,299,2815.8219087804287
393,51,3.208302987605743,4537,1,3,27124,0.9882808811465817,13034,867662,0.038180283525335625,4321,0,378,2163.240894797286
145,255,4.999530673828688,3376,0,5,35948,0.8285903950018698,1906,216419,0.16135355362803178,890,0,232,1242.666655475921
364,282,3.9107042428869745,477,0,5,4572,0.9919980172162796,5691,173562,0.02051993602337332,1637,1,175,1191.893137107489
398,221,4.745063498296997,4810,1,2,95410,0.900339171203435,15375,161069,0.1381901963152588,1405,0,434,2458.8696008841825
235,43,3.9647520092582287,3560,0,5,64177,0.8821408585063026,6537,799987,0.1742474366390368,3855,0,116,2301.811664046779
373,42,4.844715277092007,250,1,1,98093,0.7711311555396769,3447,241146,0.10451138592721976,2589,1,101,1898.5491153992596
150,142,3.175518765543101,3639,0,1,56862,0.7188762117698142,18945,450671,0.02333814854989454,1150,0,426,2040.5147759512174
58,165,3.228038382669102,2948,1,1,15902,0.9555804310875486,9766,788187,0.09139931771100926,905,1,363,1937.2593995361433
66,364,4.859264375448449,4576,1,2,33814,0.8721943191832806,17212,429215,0.07521305454764647,1953,0,525,1404.70272828116
234,105,4.89498609008957,2446,1,5,44044,0.8243241587274646,5683,62791,0.19725247066689186,809,1,451,1639.2682706816345
453,71,3.6294348949307267,2592,1,4,14818,0.943590196626545,7189,362422,0.14134038830759943,3500,1,543,1456.2760128662792
81,345,3.710329773987744,1573,0,4,93157,0.7931741147731957,6865,95495,0.1470583629174948,4249,1,408,2071.971338507647
238,57,3.904900469669516,1608,0,1,95796,0.9350851767893462,7465,386188,0.10800711460282389,4846,0,509,1711.7183545838698
357,10,3.8323233601345814,3089,0,3,56393,0.7983891506217391,8751,736982,0.14478870834399835,1216,1,126,2248.454183384591
117,154,3.3800904319191933,4138,1,2,58480,0.9762643559212492,5953,520439,0.14728848557721197,2224,0,332,2164.749044145457
